pobreza_ing,anios_educ,edad,es_mujer,es_rural,es_informal,horas_trabajo,fexp
1,6,22,1,0,1,32.0,79.57
0,7,64,0,0,0,34.0,212.85
0,7,39,1,0,1,57.0,184.93
1,4,64,1,0,0,49.0,364.07
0,8,51,0,0,1,52.0,214.11
0,1,18,0,0,0,48.0,323.84
0,5,43,1,0,0,49.0,290.97
0,9,60,0,1,0,30.0,440.26
0,7,27,0,0,0,36.0,425.11
0,4,47,0,1,0,26.0,221.08
0,8,35,1,0,0,35.0,339.43
0,7,34,1,0,1,46.0,381.78
0,9,43,1,1,1,40.0,409.55
0,8,25,1,0,0,54.0,77.25
0,7,64,1,0,0,24.0,170.83
0,6,57,1,0,1,44.0,178.09
1,3,29,1,0,1,23.0,223.78
0,4,44,0,0,0,39.0,117.71
1,6,25,1,1,1,47.0,248.48
0,7,42,0,0,1,35.0,315.29
0,6,63,0,1,0,45.0,248.95
0,5,21,1,1,0,26.0,316.32
1,0,50,0,0,1,18.0,76.58
0,6,18,0,0,1,45.0,400.39
0,5,36,1,1,1,59.0,425.63
1,8,48,0,1,1,26.0,297.16
0,1,33,1,0,0,53.0,402.56
1,7,31,0,0,1,39.0,102.58
0,11,22,1,0,1,22.0,368.98
0,3,58,0,0,1,24.0,97.66
0,6,43,1,0,1,38.0,213.2
1,2,45,0,1,0,33.0,179.53
0,7,19,1,0,1,22.0,284.24
0,7,23,0,1,0,18.0,170.61
0,6,26,0,0,0,28.0,304.93
1,6,50,1,0,1,40.0,196.95
1,10,58,0,0,0,38.0,394.32
0,4,42,1,1,1,32.0,303.55
0,1,30,0,1,0,40.0,136.12
0,10,26,1,1,1,50.0,184.45
1,7,30,0,0,0,43.0,388.97
0,10,48,0,0,1,37.0,204.59
0,7,58,1,0,0,49.0,264.32
1,9,28,1,0,1,26.0,309.58
0,6,21,1,1,0,35.0,189.12
0,8,51,0,0,1,36.0,167.59
0,11,55,1,1,0,23.0,240.1
0,7,63,0,0,1,33.0,135.95
1,4,21,0,1,1,13.0,163.68
0,4,55,1,1,0,61.0,74.83
0,4,36,0,0,0,27.0,171.59
0,4,23,1,1,1,57.0,178.28
0,5,51,1,0,0,38.0,434.73
1,7,35,0,0,0,45.0,285.89
0,7,30,1,1,0,32.0,364.95
0,6,58,1,1,1,40.0,68.15
0,7,40,0,0,1,46.0,92.61
0,2,36,1,0,0,46.0,375.81
1,2,62,0,1,1,47.0,299.42
0,3,28,0,1,0,34.0,126.39
0,6,18,1,0,1,32.0,211.92
0,4,41,1,1,1,19.0,265.47
0,5,24,0,0,0,44.0,387.44
0,6,42,1,0,0,51.0,74.16
0,9,38,1,0,0,57.0,288.69
1,0,32,0,0,1,42.0,336.81
1,7,18,1,1,1,29.0,441.16
0,8,29,0,0,1,18.0,372.86
1,9,24,1,1,1,51.0,160.49
0,11,32,1,0,0,16.0,333.83
1,1,38,1,1,0,34.0,355.31
0,3,36,0,1,1,35.0,341.89
0,10,46,0,1,0,37.0,378.06
0,6,42,0,0,1,38.0,411.49
0,7,50,1,0,0,40.0,89.37
0,8,49,1,1,1,9.0,91.91
0,8,52,1,1,0,38.0,368.56
1,11,61,1,0,1,11.0,150.95
0,17,55,0,1,1,47.0,73.42
0,8,43,0,0,1,31.0,210.49
0,5,28,1,0,1,12.0,377.95
0,10,52,0,1,1,28.0,100.63
1,1,25,1,0,1,31.0,318.74
0,4,63,0,1,1,52.0,51.45
0,10,31,1,0,0,40.0,93.89
1,4,27,1,0,1,42.0,190.34
0,4,19,1,0,0,52.0,83.44
0,3,63,1,0,1,37.0,388.36
0,10,26,0,1,0,47.0,395.63
0,6,20,1,0,0,46.0,352.23
1,8,38,1,0,1,23.0,146.99
0,4,43,0,0,0,56.0,259.3
0,9,25,0,0,1,21.0,123.68
0,9,19,0,1,0,49.0,162.51
0,5,23,1,0,0,20.0,256.4
1,6,45,0,1,1,45.0,344.01
0,4,46,0,1,1,60.0,87.86
0,13,43,1,1,1,35.0,168.68
0,7,42,1,1,1,35.0,420.65
0,11,29,1,0,0,45.0,221.65
1,5,22,1,0,1,34.0,425.55
0,9,51,1,1,1,60.0,446.56
0,9,54,1,1,1,40.0,260.66
0,8,32,0,0,1,34.0,165.22
0,12,61,0,1,1,32.0,366.31
0,5,53,0,0,0,27.0,113.72
1,3,32,0,0,1,30.0,150.82
0,8,60,1,1,0,34.0,363.95
1,8,40,0,1,1,32.0,223.46
1,7,23,0,0,1,30.0,130.62
0,4,63,1,1,0,63.0,310.45
0,6,61,0,0,1,26.0,343.1
0,5,60,0,0,1,40.0,100.03
0,6,62,0,1,0,45.0,160.79
0,7,38,0,1,1,46.0,138.51
0,8,40,1,0,1,37.0,201.94
0,4,60,1,0,0,35.0,355.38
1,6,33,1,0,0,43.0,335.48
1,4,64,0,1,1,41.0,315.01
0,4,32,0,0,1,35.0,52.51
0,9,42,0,1,1,19.0,106.86
0,11,53,1,1,1,32.0,139.32
0,5,28,1,1,0,24.0,158.78
0,9,32,0,0,0,30.0,108.57
0,10,21,0,1,0,38.0,214.13
0,10,38,1,0,1,42.0,80.07
0,4,30,1,0,1,59.0,350.01
0,12,39,0,0,0,32.0,365.09
1,5,36,0,0,1,47.0,279.71
0,5,51,1,1,0,42.0,85.88
0,2,31,1,0,0,54.0,406.03
0,6,21,0,0,0,45.0,436.25
0,3,63,0,1,1,26.0,130.95
1,4,44,1,0,1,17.0,331.86
0,5,46,1,1,0,42.0,386.78
0,9,64,0,0,0,32.0,265.94
0,10,45,1,0,0,26.0,179.33
0,5,52,1,1,1,23.0,241.42
0,10,25,0,0,0,40.0,254.91
0,10,33,1,0,0,56.0,210.25
0,9,59,0,0,1,33.0,421.94
1,3,53,1,0,1,45.0,347.55
0,8,47,0,0,0,37.0,146.52
0,11,35,1,0,1,23.0,284.22
0,8,19,1,0,1,47.0,325.48
1,5,30,1,1,0,25.0,106.06
0,6,21,0,0,1,38.0,193.37
0,7,43,0,0,0,34.0,412.22
0,6,42,1,0,1,49.0,276.87
1,3,47,0,1,1,25.0,136.8
0,5,28,0,1,0,43.0,99.11
0,9,24,0,1,0,28.0,257.29
0,10,48,1,1,1,32.0,269.07
0,3,61,0,0,0,5.0,183.77
0,12,27,1,0,1,63.0,302.17
0,5,56,1,0,1,45.0,77.47
1,8,30,0,0,1,29.0,108.06
0,9,48,0,0,1,25.0,268.51
0,9,24,1,0,0,32.0,74.73
0,11,59,1,1,0,47.0,402.36
0,5,59,0,1,0,15.0,106.86
0,10,53,0,0,0,36.0,319.57
1,3,37,1,1,1,59.0,206.48
0,8,21,0,0,0,24.0,209.92
0,8,24,1,0,0,39.0,355.96
1,8,18,1,0,0,64.0,249.78
0,4,61,0,0,0,46.0,340.26
0,10,62,1,0,0,40.0,252.08
0,3,59,1,1,1,44.0,287.16
0,2,64,0,0,0,33.0,354.29
0,8,30,0,0,0,54.0,292.92
0,6,39,1,0,0,33.0,296.25
0,10,38,0,0,1,14.0,365.69
0,5,39,0,1,1,33.0,429.63
0,3,45,1,0,0,26.0,200.69
1,10,26,0,1,1,35.0,280.85
0,6,43,1,1,0,35.0,84.51
1,4,26,1,0,1,52.0,193.52
0,8,32,0,0,1,46.0,214.82
1,6,27,0,1,1,41.0,384.09
0,7,41,1,1,0,38.0,255.36
1,6,59,1,0,1,25.0,342.43
1,9,25,1,1,1,12.0,57.6
1,9,41,1,1,1,39.0,235.8
0,8,33,1,0,1,48.0,410.53
0,3,43,1,0,1,37.0,139.73
0,10,44,0,1,1,32.0,62.61
0,8,54,1,1,0,44.0,223.36
0,8,21,1,0,0,37.0,331.77
1,5,41,0,0,1,58.0,231.79
0,10,36,0,0,1,53.0,233.99
0,8,53,1,0,0,50.0,317.92
0,3,56,1,1,1,47.0,151.76
1,6,27,0,0,0,23.0,350.76
0,10,42,1,0,0,46.0,111.25
1,1,35,1,0,1,43.0,208.3
0,12,36,0,0,1,45.0,312.4
0,8,53,1,0,0,44.0,381.35
0,7,27,1,0,1,43.0,366.61
0,4,50,1,0,1,70.0,338.67
1,4,22,1,0,1,37.0,193.64
0,11,64,1,0,0,49.0,98.92
0,5,52,0,0,1,32.0,136.73
0,9,61,1,1,1,47.0,395.93
0,5,51,1,0,0,49.0,392.93
0,3,50,1,0,1,42.0,430.62
1,0,38,0,1,1,58.0,80.4
1,6,34,0,0,1,27.0,264.72
0,13,39,1,1,0,32.0,309.47
0,5,54,0,0,0,41.0,334.26
0,5,32,1,0,1,49.0,307.55
1,5,52,1,1,1,40.0,358.0
0,6,45,1,1,1,53.0,193.79
1,6,24,1,0,1,30.0,121.77
0,10,49,1,0,1,24.0,131.83
0,6,28,0,0,0,42.0,54.79
0,6,27,1,1,0,37.0,190.13
0,3,26,0,1,1,45.0,86.7
0,14,31,1,0,0,38.0,178.6
0,4,30,1,0,0,34.0,301.28
0,2,42,1,0,0,37.0,407.79
0,8,19,0,0,1,38.0,385.84
0,7,52,1,0,1,34.0,151.07
0,6,24,0,0,1,36.0,103.63
0,6,38,1,0,1,33.0,127.23
1,9,35,1,1,0,48.0,438.39
1,4,20,1,1,0,40.0,269.79
0,9,59,1,0,1,65.0,123.0
0,7,56,1,0,1,40.0,386.3
0,6,58,1,1,0,31.0,208.08
0,6,28,0,0,0,70.0,409.69
0,4,56,1,1,0,43.0,154.27
0,9,41,0,0,1,50.0,207.29
1,6,63,1,0,0,45.0,251.98
1,5,36,1,0,0,45.0,407.05
0,7,21,0,0,0,44.0,397.5
0,17,43,1,1,1,25.0,279.74
1,6,55,1,0,1,42.0,138.71
0,11,59,0,0,1,22.0,211.34
0,5,49,0,0,0,36.0,440.25
1,2,56,1,1,0,29.0,293.11
0,4,62,1,0,0,42.0,362.44
0,6,63,0,0,0,42.0,229.95
0,4,53,1,0,1,44.0,262.8
1,0,57,0,0,1,41.0,221.58
0,11,54,1,0,1,31.0,331.17
0,10,50,1,1,1,35.0,390.59
0,8,53,0,0,0,49.0,252.95
0,3,20,0,0,0,51.0,242.35
0,3,26,1,1,1,24.0,186.11
0,2,25,1,0,0,20.0,120.84
1,8,50,0,0,0,29.0,425.7
0,11,23,0,0,1,51.0,176.43
0,6,58,1,0,1,53.0,370.28
0,3,56,0,1,1,27.0,336.14
0,6,21,0,0,1,42.0,366.37
0,5,30,0,1,0,60.0,424.71
0,5,19,0,1,1,43.0,299.35
0,7,22,1,0,1,55.0,409.18
0,8,61,0,0,0,50.0,117.08
0,3,44,0,0,0,27.0,300.69
0,1,49,1,0,1,36.0,358.91
0,16,38,1,1,0,38.0,158.66
0,4,25,1,1,1,39.0,346.3
0,2,55,0,0,1,49.0,361.39
1,4,25,1,0,0,43.0,382.48
1,1,20,0,0,1,5.0,175.15
0,5,61,0,0,0,22.0,322.64
0,9,20,0,0,1,12.0,171.7
1,5,39,0,0,1,40.0,345.62
0,6,23,0,1,1,41.0,235.19
0,8,19,1,1,1,41.0,289.02
0,6,40,0,0,0,26.0,216.34
0,10,61,1,0,0,46.0,114.79
0,10,19,0,0,0,47.0,121.21
0,0,55,1,1,0,23.0,81.03
1,9,34,0,1,1,20.0,297.23
1,6,52,0,1,0,38.0,389.46
0,15,51,0,0,0,60.0,58.33
0,6,40,1,1,0,58.0,76.5
0,15,47,1,0,0,45.0,232.99
0,9,25,0,0,0,29.0,345.09
0,4,39,1,0,1,49.0,113.08
0,6,61,0,0,0,33.0,158.66
0,16,53,1,0,1,29.0,142.8
0,10,22,0,0,1,12.0,209.62
0,2,30,1,0,0,39.0,140.0
0,8,46,0,0,1,30.0,191.04
0,5,48,0,0,1,39.0,341.42
1,0,64,1,0,1,10.0,294.4
0,6,33,1,0,0,40.0,82.47
0,4,59,1,0,1,9.0,305.1
0,9,47,0,0,0,51.0,240.83
1,5,33,0,1,1,44.0,423.83
0,9,29,0,0,1,35.0,165.72
0,0,34,1,0,1,45.0,340.47
0,5,33,1,0,0,26.0,342.34
1,4,29,1,1,1,39.0,138.6
0,4,25,1,1,0,48.0,411.29
0,2,37,1,0,0,5.0,246.47
0,4,20,0,0,0,33.0,321.55
0,7,33,0,1,0,38.0,108.34
1,5,47,1,1,1,36.0,153.12
0,6,62,0,1,0,55.0,284.44
0,5,40,0,1,0,25.0,177.61
0,10,45,1,1,0,31.0,249.88
0,11,57,1,0,0,15.0,199.6
0,6,22,1,0,0,56.0,306.22
0,5,37,0,1,0,35.0,244.86
0,3,57,0,1,1,33.0,51.84
0,12,61,0,0,0,37.0,309.87
1,2,18,1,1,0,46.0,218.85
1,5,47,1,0,0,42.0,186.68
0,5,38,0,0,1,70.0,87.66
0,5,37,0,1,0,43.0,138.15
1,3,23,0,0,0,32.0,139.51
0,9,39,0,0,1,31.0,424.15
0,3,35,1,0,0,33.0,223.01
1,7,25,0,0,1,20.0,66.83
0,3,56,0,0,0,38.0,105.53
1,2,49,1,0,1,47.0,81.61
0,11,50,0,0,1,31.0,285.55
1,4,33,1,1,1,28.0,124.65
0,9,29,1,1,0,56.0,249.42
1,6,55,1,0,1,21.0,198.02
0,2,51,1,1,0,13.0,371.55
0,12,31,1,0,0,24.0,178.2
1,4,53,1,0,0,20.0,233.31
0,10,50,1,0,1,43.0,338.51
0,3,40,1,1,0,34.0,223.34
0,10,62,1,1,0,35.0,367.29
0,0,19,1,0,1,52.0,314.67
0,6,58,0,0,1,30.0,214.21
0,9,38,1,0,1,47.0,251.59
0,11,19,1,0,0,56.0,436.88
0,11,44,0,0,1,33.0,314.64
0,9,26,0,0,1,47.0,412.0
0,10,18,0,1,0,35.0,121.5
1,4,28,1,0,0,49.0,243.29
1,5,20,1,1,0,19.0,413.46
0,5,40,0,1,0,18.0,179.04
0,5,43,1,0,1,33.0,437.07
0,5,21,1,1,0,27.0,88.83
1,6,35,1,1,1,32.0,411.07
0,3,23,0,0,0,35.0,228.08
0,8,52,1,0,0,47.0,79.5
1,3,39,0,1,1,33.0,401.81
0,5,60,0,0,0,28.0,150.78
1,6,32,1,0,1,34.0,58.9
0,9,39,0,0,1,29.0,104.32
0,8,54,0,1,0,27.0,313.65
0,7,59,0,1,0,19.0,441.12
0,3,29,1,1,0,39.0,94.58
0,6,64,0,0,0,31.0,234.78
0,2,59,1,0,0,50.0,122.25
0,5,55,0,0,1,21.0,348.01
1,6,35,1,1,1,31.0,97.22
0,1,62,1,0,1,60.0,145.94
0,4,52,0,0,1,27.0,128.56
0,12,47,0,0,0,35.0,271.01
0,12,41,0,0,1,23.0,399.27
1,5,59,1,1,1,22.0,254.44
0,1,47,1,1,1,57.0,73.3
1,3,31,0,1,0,40.0,275.36
0,5,23,0,0,0,40.0,369.01
0,11,20,0,1,1,18.0,102.86
0,3,33,1,1,0,42.0,79.08
0,9,24,1,0,1,52.0,125.12
1,3,31,0,1,0,52.0,348.43
0,14,26,0,0,1,46.0,286.67
1,5,32,1,1,1,24.0,266.24
0,9,38,0,1,0,42.0,149.79
0,5,52,0,1,0,46.0,182.89
1,7,19,1,0,1,16.0,436.35
0,4,44,1,0,0,25.0,146.25
0,3,19,1,0,0,49.0,410.66
0,11,52,0,0,0,49.0,282.21
0,11,35,1,1,1,19.0,99.32
0,10,31,1,1,1,48.0,236.92
0,7,37,0,1,0,39.0,429.42
0,9,35,1,0,1,47.0,217.43
1,2,27,1,1,1,30.0,395.35
1,5,42,1,1,1,46.0,152.57
0,5,19,0,1,0,48.0,278.37
0,7,42,0,0,1,34.0,387.54
0,5,50,1,0,0,38.0,418.28
0,3,53,0,0,1,30.0,244.33
0,7,48,0,0,1,58.0,305.88
0,9,31,1,0,1,37.0,51.19
0,5,18,1,1,1,27.0,151.29
0,3,63,1,0,0,29.0,161.48
0,4,33,1,0,0,40.0,87.4
0,4,63,0,0,1,47.0,161.88
0,5,20,0,1,1,22.0,178.45
0,7,52,1,1,0,60.0,437.51
1,7,58,1,1,0,42.0,317.44
1,8,23,1,0,0,44.0,220.4
0,5,42,0,0,0,37.0,445.22
0,9,30,1,1,1,38.0,111.29
0,4,51,0,0,0,36.0,240.42
0,6,25,1,0,1,50.0,308.82
0,9,38,0,0,1,38.0,72.23
0,4,51,0,0,0,47.0,336.8
1,3,21,1,1,0,33.0,89.95
0,10,42,1,0,0,40.0,106.11
1,5,32,0,0,1,28.0,113.88
0,8,21,1,0,1,53.0,421.56
1,1,62,0,0,1,28.0,323.29
0,8,29,1,0,0,34.0,312.17
0,5,49,0,1,1,34.0,272.2
0,2,49,1,0,0,34.0,167.12
0,7,45,0,0,1,47.0,298.36
0,4,30,0,0,0,34.0,214.06
0,5,48,0,0,0,55.0,108.17
0,2,31,0,0,1,28.0,325.84
1,3,37,0,0,1,40.0,101.83
0,5,35,1,1,0,29.0,126.27
0,2,46,0,1,0,43.0,377.08
0,11,23,0,0,0,38.0,314.05
1,0,49,1,0,0,36.0,302.4
0,6,46,0,1,1,52.0,217.28
1,3,60,0,1,0,30.0,208.51
1,5,19,0,0,1,45.0,326.11
0,11,40,1,1,0,29.0,346.0
0,3,36,1,1,1,39.0,254.09
0,12,48,1,1,0,24.0,437.71
0,4,22,1,0,1,30.0,432.28
0,8,36,1,0,1,37.0,214.97
0,6,51,1,0,1,60.0,378.25
0,10,27,1,1,0,39.0,267.31
0,7,42,0,0,0,58.0,254.7
0,6,19,1,0,0,41.0,71.99
1,4,28,1,1,1,33.0,279.59
1,3,48,1,1,0,56.0,410.23
0,11,32,1,1,0,43.0,362.05
0,5,26,0,1,1,30.0,364.53
0,5,40,0,1,1,44.0,113.97
1,9,36,0,0,1,34.0,193.38
0,5,26,1,1,1,14.0,143.28
0,12,52,0,1,1,49.0,176.37
0,8,38,1,0,0,51.0,281.82
0,7,26,1,0,1,60.0,195.91
0,10,45,1,1,0,43.0,274.28
0,1,63,1,0,0,35.0,225.4
0,4,24,1,1,0,48.0,164.65
0,6,33,1,0,0,48.0,88.16
0,4,33,0,0,1,58.0,406.74
0,8,50,1,0,0,37.0,54.55
0,11,21,1,0,1,36.0,50.66
0,6,21,1,1,0,29.0,380.72
0,5,56,0,0,0,44.0,448.72
0,12,57,1,0,0,19.0,340.84
0,6,34,0,0,0,47.0,56.11
0,6,54,0,0,1,45.0,140.68
0,5,56,1,0,1,45.0,438.73
0,11,46,1,1,0,40.0,373.44
0,7,53,1,0,1,56.0,276.72
0,9,55,0,0,0,48.0,144.74
0,9,56,1,0,1,31.0,55.75
0,5,54,1,0,0,31.0,58.34
1,6,52,1,0,1,27.0,294.79
0,10,24,0,0,1,45.0,58.73
0,5,44,1,1,0,26.0,447.45
0,9,45,1,1,1,51.0,123.35
0,11,39,0,1,1,54.0,334.28
0,7,31,0,0,1,27.0,112.02
0,8,24,0,0,1,36.0,266.04
0,9,54,1,0,1,38.0,82.24
0,10,39,0,1,1,49.0,356.71
0,5,22,0,1,0,57.0,283.97
1,2,19,1,0,1,18.0,84.47
0,6,44,0,0,0,34.0,389.43
0,8,38,1,1,1,35.0,268.81
1,6,55,0,1,1,21.0,418.64
0,8,32,1,1,1,32.0,416.65
0,5,38,0,1,0,43.0,418.2
1,7,27,1,1,1,35.0,81.11
0,4,40,0,0,0,19.0,98.38
0,8,56,1,1,0,72.0,445.08
0,6,22,0,1,1,41.0,245.04
0,4,18,0,1,0,39.0,145.29
0,5,30,1,0,1,25.0,357.87
1,8,38,0,0,1,41.0,155.71
0,6,43,0,0,0,36.0,340.89
0,4,62,1,0,0,15.0,384.91
0,12,38,1,1,0,25.0,363.71
0,8,35,0,0,0,48.0,159.62
0,12,54,1,0,0,61.0,210.65
0,6,62,1,1,0,42.0,215.3
0,6,49,1,0,1,51.0,246.51
0,10,53,1,0,0,36.0,116.95
0,6,34,1,0,0,37.0,230.99
0,8,52,1,0,1,51.0,254.31
0,4,28,0,0,1,58.0,262.68
0,6,38,0,1,1,54.0,377.96
0,3,43,1,0,0,25.0,256.93
0,4,21,0,1,0,37.0,142.31
0,0,51,0,0,0,41.0,315.25
0,1,35,0,0,1,35.0,368.93
0,13,57,1,0,0,43.0,177.75
1,4,52,1,0,1,48.0,308.12
0,8,58,0,0,0,50.0,108.78
0,10,46,0,0,0,58.0,186.77
0,7,46,0,0,0,34.0,413.69
0,3,55,0,0,0,22.0,414.52
0,8,59,1,0,0,42.0,280.13
0,7,38,0,0,1,61.0,330.94
0,8,59,1,1,1,32.0,391.61
0,9,30,1,1,0,46.0,433.42
0,13,58,0,0,1,46.0,245.95
1,7,34,1,0,1,40.0,274.63
1,5,26,1,1,0,38.0,216.26
0,7,58,0,0,1,27.0,78.79
1,2,18,1,1,1,11.0,219.12
0,10,19,0,0,0,25.0,366.25
1,3,46,0,1,1,33.0,371.95
0,5,50,0,0,1,51.0,406.95
0,9,27,1,1,1,37.0,70.59
0,7,57,1,0,0,32.0,260.86
0,5,38,1,1,0,27.0,92.97
0,6,45,1,0,0,46.0,130.3
0,10,28,1,0,1,54.0,410.09
0,5,51,0,1,0,51.0,248.72
0,10,25,1,0,0,45.0,353.42
0,2,39,0,1,0,20.0,75.75
0,9,25,1,0,0,34.0,216.73
0,10,32,0,1,1,61.0,319.7
0,4,34,0,0,1,51.0,103.36
0,6,40,1,1,1,20.0,180.33
1,3,41,1,1,1,37.0,75.82
0,8,62,0,0,0,42.0,310.54
0,6,36,0,1,0,29.0,438.36
0,7,22,0,1,0,10.0,380.82
0,4,49,1,0,1,39.0,439.85
1,4,61,1,0,1,29.0,388.24
1,1,18,0,0,1,29.0,392.08
0,5,40,0,1,1,34.0,280.87
0,7,54,1,0,1,36.0,257.3
0,10,25,0,0,0,38.0,212.5
0,8,30,1,0,1,27.0,377.24
0,6,25,1,0,0,35.0,122.83
0,12,40,1,1,1,17.0,72.49
0,8,60,1,1,0,42.0,429.16
0,11,18,0,0,0,5.0,51.51
0,6,62,1,0,1,35.0,440.73
0,4,41,1,1,0,49.0,341.54
1,2,52,0,0,0,25.0,181.4
0,8,41,0,0,0,47.0,329.13
0,3,34,0,0,1,52.0,377.15
1,5,22,0,0,1,5.0,148.14
0,6,37,1,0,0,36.0,358.36
1,7,38,0,1,0,5.0,371.75
0,7,57,0,0,1,37.0,149.74
0,3,48,0,1,1,38.0,66.77
0,5,63,1,0,0,8.0,131.65
0,7,53,1,0,1,61.0,130.26
0,12,28,0,1,0,41.0,76.1
1,8,32,1,0,0,28.0,340.4
0,11,36,0,0,0,56.0,201.99
0,9,24,0,0,1,16.0,403.75
0,7,45,0,0,1,23.0,150.87
0,4,60,0,1,1,10.0,231.29
0,8,22,0,0,0,60.0,305.61
0,7,22,1,1,0,42.0,400.99
0,7,47,0,0,0,46.0,259.85
0,6,49,0,0,0,42.0,199.41
1,6,25,1,1,1,45.0,396.81
0,5,27,1,1,1,39.0,174.1
1,6,55,1,0,0,41.0,81.77
0,4,64,0,0,1,39.0,228.02
1,9,49,1,0,1,31.0,364.04
0,4,45,0,1,1,37.0,62.31
1,2,34,1,1,1,41.0,284.35
0,6,48,1,1,1,39.0,287.79
0,8,25,0,0,0,20.0,421.42
0,6,57,1,1,0,22.0,164.59
0,4,42,0,0,0,51.0,161.53
0,7,26,0,0,0,34.0,226.19
0,5,19,0,0,0,45.0,192.77
0,11,32,1,1,0,25.0,344.54
1,11,20,0,1,1,20.0,306.7
0,6,53,0,0,0,28.0,353.57
1,5,21,0,1,1,35.0,378.02
1,8,31,1,1,1,30.0,419.19
0,1,58,0,0,1,54.0,222.37
0,6,58,0,0,1,40.0,443.88
0,5,42,0,1,1,60.0,136.26
0,11,27,1,1,1,43.0,335.75
0,0,38,1,0,1,9.0,263.6
0,7,53,1,0,0,51.0,376.76
0,8,29,1,0,0,20.0,240.71
0,6,44,1,0,0,41.0,363.58
1,2,57,1,1,1,29.0,422.07
0,13,19,0,0,1,64.0,342.92
0,6,30,1,1,0,55.0,360.44
0,7,49,0,0,1,29.0,76.87
0,4,48,1,0,0,36.0,131.98
1,6,33,1,0,0,41.0,439.72
0,6,49,1,1,0,48.0,327.27
1,2,49,1,0,0,38.0,274.58
1,3,51,0,0,1,26.0,196.79
0,10,28,0,0,1,29.0,67.76
0,4,27,1,0,0,38.0,197.65
0,4,32,1,0,1,53.0,249.57
0,6,34,1,0,1,43.0,134.58
1,9,57,0,0,1,29.0,119.25
0,2,35,0,0,1,46.0,253.37
0,7,26,0,0,1,33.0,284.36
1,3,42,0,0,1,49.0,145.97
0,1,57,0,0,0,68.0,284.96
1,2,31,1,0,0,34.0,410.14
0,10,42,1,0,0,48.0,239.27
1,3,39,0,1,0,29.0,392.96
0,1,47,0,0,1,37.0,420.91
0,6,37,0,0,1,38.0,86.96
0,10,38,0,0,1,36.0,88.32
1,4,61,1,1,0,68.0,240.42
1,6,49,0,1,0,34.0,285.24
0,1,63,0,1,1,45.0,220.35
1,6,38,1,0,1,15.0,180.58
0,7,52,0,0,0,43.0,306.4
0,7,49,0,1,0,52.0,50.83
0,5,47,1,1,0,32.0,437.23
0,5,56,1,0,1,8.0,142.83
0,3,29,1,1,1,38.0,416.84
0,5,58,0,1,0,38.0,93.61
0,2,64,1,0,0,47.0,145.23
0,9,35,0,0,0,62.0,143.95
0,12,38,0,0,0,33.0,448.46
0,13,30,1,0,0,28.0,51.84
1,10,38,0,1,0,24.0,305.86
0,7,25,0,0,1,40.0,397.87
0,8,63,1,1,1,44.0,318.91
0,5,57,1,1,0,31.0,195.09
0,7,63,0,0,1,47.0,433.32
0,6,24,0,0,0,44.0,407.41
0,6,40,1,1,0,39.0,223.58
0,9,61,1,1,0,27.0,279.33
1,5,49,1,1,1,32.0,437.01
0,5,28,0,0,1,9.0,443.02
0,11,39,1,0,0,41.0,229.93
0,2,39,1,0,0,38.0,388.94
0,6,60,0,1,0,40.0,170.79
0,11,42,1,0,1,44.0,198.73
0,7,39,0,1,1,43.0,115.93
0,6,45,1,0,0,37.0,133.67
0,4,46,0,1,0,39.0,312.75
0,5,30,1,1,0,21.0,254.31
0,10,35,0,0,1,31.0,142.45
0,7,19,0,0,1,39.0,211.16
0,6,46,1,0,1,29.0,199.27
0,2,38,1,0,0,48.0,444.94
1,0,32,1,0,0,30.0,391.43
0,12,44,1,0,1,41.0,205.19
0,5,48,0,0,1,39.0,415.57
0,7,32,0,1,0,47.0,187.05
0,2,40,1,0,1,49.0,317.16
0,8,41,0,0,0,46.0,436.66
0,11,61,0,1,0,13.0,206.11
0,7,30,0,0,1,52.0,321.95
1,3,39,1,1,1,56.0,168.37
0,7,60,1,1,0,32.0,156.52
0,9,54,1,0,1,41.0,279.66
0,6,50,0,0,1,27.0,441.71
0,10,20,1,1,0,15.0,231.25
0,7,36,1,0,0,29.0,425.05
0,10,40,1,0,0,32.0,415.75
0,7,46,0,0,1,34.0,151.51
0,3,47,1,0,1,26.0,210.73
0,5,56,1,0,1,29.0,307.32
0,4,61,1,0,1,38.0,257.22
1,11,64,1,0,0,29.0,88.38
1,9,42,0,1,1,45.0,447.48
0,8,54,1,0,0,46.0,351.06
0,5,64,1,0,1,67.0,225.08
0,4,25,0,0,1,52.0,297.27
0,9,59,1,0,0,41.0,85.03
1,6,33,1,0,1,31.0,248.12
0,4,25,0,0,1,42.0,422.33
0,7,18,1,0,1,42.0,408.64
1,1,61,1,0,1,32.0,184.95
1,5,22,1,0,1,47.0,262.55
1,6,20,1,0,1,21.0,328.95
1,3,18,0,0,0,35.0,186.0
0,14,21,0,0,0,45.0,75.95
0,4,57,0,1,0,35.0,252.18
1,3,52,1,1,1,36.0,290.65
0,4,49,1,0,0,36.0,52.34
0,9,59,0,0,1,28.0,88.23
0,6,51,0,0,0,52.0,132.92
0,7,60,1,1,0,26.0,189.22
0,1,42,1,0,1,42.0,266.42
0,1,27,1,1,0,43.0,167.54
0,6,38,1,1,0,27.0,160.47
0,9,63,1,1,0,39.0,397.74
0,10,56,1,0,1,27.0,108.02
0,2,44,0,0,0,55.0,248.18
